City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
171,Saint-Philippe,RE,2021-12-04 05:36:21,-21.3585,55.7679,85.55,77,20,13.15
172,Kedrovyy,RU,2021-12-04 05:36:21,56.1667,91.8167,30.87,90,98,15.43
173,Ponta Do Sol,PT,2021-12-04 05:36:22,32.6667,-17.1,65.03,74,99,9.31
174,Caravelas,BR,2021-12-04 05:36:22,-17.7125,-39.2481,70.34,95,78,3.51
175,Lemon Tree Passage,AU,2021-12-04 05:36:23,-32.7327,152.036,70.95,84,99,5.99
176,Kudahuvadhoo,MV,2021-12-04 05:36:24,2.6708,72.8944,82.42,76,33,10.31
177,Upernavik,GL,2021-12-04 05:36:24,72.7868,-56.1549,8.06,65,78,8.28
178,Isla Mujeres,MX,2021-12-04 05:36:25,21.2311,-86.731,75.25,67,26,9.95
179,Saskylakh,RU,2021-12-04 05:36:25,71.9167,114.0833,-16.67,97,100,12.21
180,Cockburn Town,TC,2021-12-04 05:36:26,21.4612,-71.1419,78.71,76,24,16.98
181,Bethel,US,2021-12-04 05:36:26,41.3712,-73.414,37.18,69,90,0.0
182,Opuwo,NA,2021-12-04 05:36:27,-18.0607,13.84,72.82,34,48,2.44
183,Biloela,AU,2021-12-04 05:36:28,-24.4167,150.5,91.35,35,0,14.2
184,Neuquen,AR,2021-12-04 05:36:28,-38.9516,-68.0591,55.29,88,75,0.0
185,Longyearbyen,SJ,2021-12-04 05:37:29,78.2186,15.6401,35.44,64,40,21.85
186,Sola,VU,2021-12-04 05:37:30,-13.8833,167.55,82.15,72,60,11.99
187,Shingu,JP,2021-12-04 05:37:31,33.7333,135.9833,52.79,57,5,12.62
188,Saint-Augustin,CA,2021-12-04 05:37:31,51.226,-58.6502,18.86,68,100,23.2
189,Georgetown,MY,2021-12-04 05:33:56,5.4112,100.3354,87.75,66,20,10.0
190,Chicomuselo,MX,2021-12-04 05:37:32,15.7667,-92.2667,65.48,83,44,3.13
191,Talnakh,RU,2021-12-04 05:37:32,69.4865,88.3972,-29.79,97,87,12.01
192,Katsuura,JP,2021-12-04 05:37:33,35.1333,140.3,57.31,57,3,17.36
193,Segou,ML,2021-12-04 05:37:33,13.4317,-6.2157,72.73,18,36,9.44
194,Chililabombwe,ZM,2021-12-04 05:37:34,-12.3648,27.8229,76.28,38,3,10.51
195,Naze,JP,2021-12-04 05:37:35,28.3667,129.4833,59.92,66,57,18.92
196,Chikwawa,MW,2021-12-04 05:37:35,-16.0335,34.8009,94.6,34,40,4.38
197,Robertson,US,2021-12-04 05:37:37,36.5167,-86.8667,60.8,90,75,8.05
198,Poum,NC,2021-12-04 05:37:37,-20.2333,164.0167,81.27,73,38,10.2
199,Puerto El Triunfo,SV,2021-12-04 05:37:38,13.2833,-88.55,77.16,63,93,3.69
200,Phalombe,MW,2021-12-04 05:37:38,-15.8064,35.6507,82.74,48,13,7.11
201,Gorontalo,ID,2021-12-04 05:37:38,0.5412,123.0595,81.46,87,100,2.42
202,Brae,GB,2021-12-04 05:37:39,60.3964,-1.353,35.51,76,95,4.34
203,Tambacounda,SN,2021-12-04 05:37:39,13.7539,-13.7586,73.45,27,0,6.91
204,Havelock,US,2021-12-04 05:37:39,34.8791,-76.9013,53.55,84,19,6.04
205,Nsanje,MW,2021-12-04 05:37:40,-16.92,35.262,93.92,38,0,2.06
206,Christchurch,NZ,2021-12-04 05:35:10,-43.5333,172.6333,77.2,44,23,12.66
207,Cayenne,GF,2021-12-04 05:37:40,4.9333,-52.3333,76.08,92,0,0.0
208,Greenwood,US,2021-12-04 05:37:41,34.1668,-82.1165,61.45,65,1,6.91
209,Itarema,BR,2021-12-04 05:37:42,-2.9248,-39.9167,79.79,77,80,11.43
210,Ixtapa,MX,2021-12-04 05:37:42,20.7,-105.2,76.23,94,1,0.0
211,Bosaso,SO,2021-12-04 05:37:43,11.2842,49.1816,78.78,73,0,0.0
212,Mwinilunga,ZM,2021-12-04 05:37:43,-11.7358,24.4293,72.91,63,12,3.71
213,Pauini,BR,2021-12-04 05:37:44,-7.7136,-66.9764,73.29,98,96,1.9
214,Avera,US,2021-12-04 05:37:44,33.194,-82.5271,64.27,62,87,6.93
215,Asosa,ET,2021-12-04 05:37:45,10.0667,34.5333,75.07,31,23,8.37
216,Delijan,IR,2021-12-04 05:37:45,33.9905,50.6838,44.22,47,0,3.56
217,Emmett,US,2021-12-04 05:37:46,43.8735,-116.4993,47.93,81,45,2.26
218,Kuching,MY,2021-12-04 05:37:37,1.55,110.3333,82.62,83,40,8.05
219,Qasigiannguit,GL,2021-12-04 05:37:47,68.8193,-51.1922,16.05,63,92,11.99
220,Bollnas,SE,2021-12-04 05:37:47,61.3482,16.3946,15.39,97,92,2.57
221,Buckeye,US,2021-12-04 05:32:53,33.3703,-112.5838,68.05,38,0,10.36
222,Mar Del Plata,AR,2021-12-04 05:37:48,-38.0023,-57.5575,59.09,81,90,5.01
223,Iganga,UG,2021-12-04 05:37:48,0.6092,33.4686,77.11,52,64,7.11
224,Tupancireta,BR,2021-12-04 05:37:27,-29.0806,-53.8358,57.81,94,0,9.35
225,Raga,SS,2021-12-04 05:37:49,8.4596,25.678,78.96,27,7,7.02
226,Yanam,IN,2021-12-04 05:37:49,16.7333,82.2167,88.2,53,100,2.75
227,Wanning,CN,2021-12-04 05:37:50,18.8003,110.3967,74.53,56,40,14.76
228,Svetlaya,RU,2021-12-04 05:38:50,46.5389,138.3297,18.21,61,87,8.46
229,Lardos,GR,2021-12-04 05:38:52,36.0942,28.0157,59.95,82,100,1.05
230,Dingle,PH,2021-12-04 05:37:30,10.9995,122.6711,80.83,75,94,13.4
231,Francisco Beltrao,BR,2021-12-04 05:38:52,-26.0811,-53.055,60.98,92,15,3.4
232,Mount Gambier,AU,2021-12-04 05:38:53,-37.8333,140.7667,64.31,52,90,13.8
233,Enugu,NG,2021-12-04 05:38:53,6.4402,7.4943,72.79,94,97,2.3
234,Lamar,US,2021-12-04 05:38:54,33.6668,-95.5836,67.66,94,40,5.75
235,Mokhotlong,LS,2021-12-04 05:38:55,-29.2894,29.0675,64.76,61,99,10.47
236,Mongagua,BR,2021-12-04 05:38:55,-24.0931,-46.6208,73.92,88,39,3.76
237,Nikolskoye,RU,2021-12-04 05:36:52,59.7035,30.7861,22.91,97,99,3.38
238,Ville-Marie,CA,2021-12-04 05:38:56,47.3335,-79.433,5.0,86,98,3.18
239,Belaya Gora,RU,2021-12-04 05:38:56,68.5333,146.4167,-32.53,100,94,4.45
240,Erenhot,CN,2021-12-04 05:38:57,43.6475,111.9767,30.65,45,0,10.76
241,Coolum Beach,AU,2021-12-04 05:38:57,-26.5333,153.1,84.34,68,0,7.63
242,Lebu,CL,2021-12-04 05:38:58,-37.6167,-73.65,51.01,93,4,15.5
243,Talakan,RU,2021-12-04 05:38:58,50.3167,130.3667,-0.18,82,31,4.38
244,Leh,IN,2021-12-04 05:38:59,34.1667,77.5833,25.81,64,34,2.15
245,Port Hardy,CA,2021-12-04 05:38:59,50.6996,-127.4199,39.2,100,90,2.3
246,Lagoa,PT,2021-12-04 05:39:00,39.05,-27.9833,63.93,86,100,12.71
247,Mage,BR,2021-12-04 05:39:01,-22.6528,-43.0406,73.4,93,54,1.48
248,Codrington,AU,2021-12-04 05:39:01,-38.2667,141.9667,60.69,61,64,13.53
249,Muros,ES,2021-12-04 05:39:02,42.7762,-9.0603,59.99,96,89,14.54
250,Half Moon Bay,US,2021-12-04 05:39:02,37.4636,-122.4286,55.71,86,90,1.01
251,Korla,CN,2021-12-04 05:39:03,41.7597,86.1469,34.05,38,81,1.28
252,Bubaque,GW,2021-12-04 05:39:03,11.2833,-15.8333,80.98,70,41,7.09
253,Lasa,IT,2021-12-04 05:39:04,46.6166,10.7002,30.94,69,100,2.82
254,Cidreira,BR,2021-12-04 05:39:05,-30.1811,-50.2056,68.41,81,54,17.98
255,Hasanpur,IN,2021-12-04 05:39:05,28.7167,78.2833,76.26,41,0,6.69
256,Padang,ID,2021-12-04 05:37:48,-0.9492,100.3543,89.65,66,100,10.0
257,Asau,RO,2021-12-04 05:39:06,46.4333,26.4,29.32,95,99,1.21
258,Bathsheba,BB,2021-12-04 05:39:07,13.2167,-59.5167,79.41,83,40,16.11
259,Watertown,US,2021-12-04 05:39:07,42.3709,-71.1828,32.38,63,1,1.01
260,Fortuna,US,2021-12-04 05:39:08,40.5982,-124.1573,51.37,76,90,0.0
261,Verkhnevilyuysk,RU,2021-12-04 05:37:16,63.4453,120.3167,0.97,97,100,8.59
262,Akcakoca,TR,2021-12-04 05:39:09,41.0866,31.1162,54.36,71,100,7.85
263,Komsomolskiy,UZ,2021-12-04 05:39:10,40.4272,71.7189,47.12,42,100,2.3
264,Ambon,ID,2021-12-04 05:39:10,-3.6954,128.1814,84.34,70,40,3.44
265,Ondangwa,NA,2021-12-04 05:39:11,-17.9167,15.95,75.72,56,100,5.88
266,Sheridan,US,2021-12-04 05:39:12,44.8333,-106.9173,37.58,81,90,6.91
267,Smithers,CA,2021-12-04 05:35:26,54.7804,-127.1743,28.72,93,90,5.75
268,Muscat,OM,2021-12-04 05:38:13,23.6139,58.5922,78.82,48,0,3.67
269,Kassala,SD,2021-12-04 05:39:12,15.451,36.4,77.23,57,0,10.94
270,Rocha,UY,2021-12-04 05:39:13,-34.4833,-54.3333,55.81,94,79,2.51
271,Kamina,CD,2021-12-04 05:39:13,-8.7386,24.9906,70.74,83,56,1.97
272,Okha,RU,2021-12-04 05:37:22,53.5739,142.9478,14.31,83,100,12.57
273,Nome,US,2021-12-04 05:40:14,64.5011,-165.4064,8.67,78,90,26.46
274,Tantoyuca,MX,2021-12-04 05:40:15,21.35,-98.2333,66.65,95,44,4.99
275,Diamantino,BR,2021-12-04 05:40:16,-14.4086,-56.4461,73.49,94,100,2.37
276,Gobabis,NA,2021-12-04 05:40:17,-22.45,18.9667,64.87,73,99,15.28
277,San Juan,AR,2021-12-04 05:40:17,-31.5375,-68.5364,63.72,74,97,13.67
278,Natal,BR,2021-12-04 05:40:17,-5.795,-35.2094,80.82,89,40,6.91
279,Kologriv,RU,2021-12-04 05:40:18,58.8275,44.3178,31.59,94,100,12.06
280,Jining,CN,2021-12-04 05:38:47,35.405,116.5814,55.74,31,1,6.02
281,Gat,IL,2021-12-04 05:40:18,31.61,34.7642,62.4,49,100,3.47
282,Souillac,MU,2021-12-04 05:39:26,-20.5167,57.5167,84.58,70,40,8.05
283,Fare,PF,2021-12-04 05:40:19,-16.7,-151.0167,80.98,72,63,18.3
284,Luderitz,NA,2021-12-04 05:40:19,-26.6481,15.1594,63.12,69,72,16.87
285,Belle Fourche,US,2021-12-04 05:40:20,44.6714,-103.8522,36.25,54,100,11.25
286,Uige,AO,2021-12-04 05:40:21,-7.6087,15.0613,67.19,98,100,1.32
287,Sal Rei,CV,2021-12-04 05:40:21,16.1833,-22.9167,70.36,73,62,20.71
288,Tateyama,JP,2021-12-04 05:40:22,34.9833,139.8667,61.14,56,4,17.25
289,Rosetown,CA,2021-12-04 05:40:22,51.5501,-108.0014,12.18,92,53,8.05
290,Marica,BR,2021-12-04 05:40:23,-22.9194,-42.8186,73.35,84,13,3.2
291,Laja,CL,2021-12-04 05:40:24,-37.2667,-72.7,50.79,72,0,3.98
292,Geraldton,AU,2021-12-04 05:40:24,-28.7667,114.6,93.61,27,0,21.85
293,Abu Dhabi,AE,2021-12-04 05:40:25,24.4667,54.3667,75.31,60,0,1.01
